"Timestamp","1. Country of Residence ","2. Age Range ","3. Gender ","4. Highest Educational Level ","5. Occupation / Professional Role","6. Sector of Work","7. Do you observe visible plastic pollution (macroplastics) in your community? ","8. In what environmental settings do you most often encounter plastic waste? (Select all that apply) ","9. Are you aware of microplastics as an environmental or health issue? ","10. From your perspective, which ecosystems are most affected by plastic pollution in your area? (Select all that apply) ","11. How concerned are you about the environmental and health impacts of microplastics?","12. How knowledgeable are you about the causes and effects of microplastic pollution? ","13. What sources of information influence your understanding of microplastics? (Select all that apply) ","14. Do you believe microplastics affect human health?","15. What specific health effects have you heard about (if any)? (Open-ended) ","16. Have you seen or heard media stories on microplastics or plastic pollution in the past 6 months? ","17. Which platforms most effectively communicate environmental issues in your country? (Rank top 3) ","18. What messages do you remember most from media coverage? (Select all that apply) ","19. To what extent has media coverage influenced your behavior or concern?","20. Have you heard of the circular economy concept?","21. Which actions do you associate with a circular economy? (Select all that apply)","22. Which sectors in your country are actively working toward circular economy practices? (Select all that apply)","23. What are the biggest challenges to a circular economy in your area? (Open-ended) ","24. Which measures do you support to address plastic pollution in your country? (Choose up to 3) ","25.  What actions are you personally taking to reduce plastic waste? (Open-ended)","26. What would motivate you (or others) to take more action?","27. What further actions should be taken to tackle plastic and microplastic pollution? (Open-ended) ","28. Any other suggestions, recommendations, or experiences you’d like to share? (Optional) "
"2025/08/05 6:26:57 PM GMT+4","Zambia ","25-34","Female","Bachelor’s degree","Student","Student","Frequently","Roadsides;Rivers/Lakes;Farmlands;Urban dumpsites;Markets or open-air areas","Yes","Freshwater ecosystems;Agricultural land;Urban areas","Moderately concerned","Somewhat knowledgeable","Television;Radio;Social Media;Scientific publications;School/University;Community leaders","Yes","Oxidative stress, DNA damage, organ dysfunction, metabolic disorders, immune responses, neurotoxicity, reproductive or developmental toxicity,....","No","TV;Radio","Climate and environmental damage","Moderately","No","Reusing and repairing products;Redesigning packaging;Industrial recycling;Upcycling waste materials","I’m not sure","Financial problem I guess .","Ban on single-use plastics;Increased recycling infrastructure;National awareness campaigns;Strict enforcement of waste laws","I don't usually use plastic materials and Incase I found myself using it I don't throw or burn it from anywhere ","Health education","Banning the use of plastic materials ","No"
"2025/08/05 6:51:54 PM GMT+4","South Africa","35-44","Male","Master’s degree or higher","Researcher / Academic","Academic/Research","Frequently","Roadsides;Urban dumpsites;Markets or open-air areas","Yes","Agricultural land;Urban areas","Extremely concerned","Very knowledgeable","Scientific publications;School/University","Yes","Brain performance","Not sure","Facebook;Newspapers;Public forums","Threats to marine life;Microplastics in drinking water","Not at all","No","None","I’m not sure","Not sure","Ban on single-use plastics;Increased recycling infrastructure;National awareness campaigns;Integration into school curricula;Incentives for plastic alternatives;Strict enforcement of waste laws;Public-private partnerships;Community-based waste management","Re-use of plastics","Health education","Plastic after-use incentives","Nil"
"2025/08/05 7:41:14 PM GMT+4","Kenya","35-44","Male","Bachelor’s degree","NGO / Civil society worker","Private Sector","Occasionally","Roadsides;Rivers/Lakes;Beaches;Urban dumpsites;Markets or open-air areas","Yes","Freshwater ecosystems;Marine/coastal areas;Agricultural land;Urban areas","Extremely concerned","Somewhat knowledgeable","Television;Radio;Social Media;Scientific publications","Yes","Cancer","Yes","TV;Radio;YouTube","Threats to marine life;Climate and environmental damage;Government policy changes","Very significantly","Yes","Reusing and repairing products;Redesigning packaging;Composting and biodegradables;Industrial recycling;Upcycling waste materials","Startups;Local communities;NGOs","","Ban on single-use plastics;National awareness campaigns;Strict enforcement of waste laws;Community-based waste management","Using biodegradable bags","Better waste facilities","",""
"2025/08/05 7:51:36 PM GMT+4","Kenya","25-34","Male","Bachelor’s degree","Educator / Teacher","Public Sector","Frequently","Roadsides","Yes","Urban areas","Extremely concerned","Very knowledgeable","Scientific publications","Yes","Suffocation and contamination ","No","TV;Newspapers;Public forums","Climate and environmental damage","Very significantly","Yes","Upcycling waste materials","NGOs","Ignorance ","Ban on single-use plastics","Recycling plastic ","Health education","More research on oraginsms that feed on plastic or assist in decomposition of plastics","Constitution amendment on plastic laws and environmental hazards "
"2025/08/05 8:09:14 PM GMT+4","Kenya","18-24","Male","Diploma or equivalent","Student","Student","Occasionally","Roadsides;Urban dumpsites","Yes","Urban areas","Moderately concerned","Very knowledgeable","Social Media","Yes","","Yes","Public forums","Climate and environmental damage","Very significantly","Yes","Industrial recycling","Local communities","","Integration into school curricula","","Health education","",""
"2025/08/05 8:46:51 PM GMT+4","Kenya","35-44","Male","Master’s degree or higher","Researcher / Academic","Private Sector","Frequently","Roadsides;Beaches;Urban dumpsites;Markets or open-air areas","Yes","Freshwater ecosystems;Marine/coastal areas;Agricultural land;Urban areas","Extremely concerned","Somewhat knowledgeable","Television;Social Media;Scientific publications;NGOs;Religious institutions","Yes","Cancer","Yes","TV;Radio;YouTube;Public forums","Threats to marine life;Microplastics in drinking water;Food chain contamination;Government policy changes","Moderately","No","Reusing and repairing products;Industrial recycling;Government incentives for recyclers","Private companies;Startups;Local communities;NGOs","Lack of finances ","Ban on single-use plastics;Increased recycling infrastructure;National awareness campaigns;Integration into school curricula;Incentives for plastic alternatives;Strict enforcement of waste laws;Public-private partnerships","Reusing","Health education","Avoid careless dumping of plastic waste",""
"2025/08/05 8:51:03 PM GMT+4","Kenya","18-24","Male","Bachelor’s degree","Student","Student","Frequently","Roadsides","Yes","Urban areas","Extremely concerned","Somewhat knowledgeable","School/University","Yes","","Yes","TikTok","Climate and environmental damage","Very significantly","Yes","Reusing and repairing products;Redesigning packaging","NGOs","","National awareness campaigns","","Better waste facilities","",""
"2025/08/05 9:31:34 PM GMT+4","Kenya","25-34","Male","Bachelor’s degree","Business owner / Entrepreneur","Private Sector","Occasionally","Roadsides","Somewhat","Agricultural land","Moderately concerned","Somewhat knowledgeable","Social Media;Scientific publications","Yes","","Yes","TV","Threats to marine life;Microplastics in drinking water;Food chain contamination","Moderately","No","Reusing and repairing products","Government;Private companies","","Increased recycling infrastructure;National awareness campaigns;Public-private partnerships","Reusing plastic materials ","Better waste facilities","Educate community ",""
"2025/08/05 10:13:39 PM GMT+4","Kenya","","Male","Bachelor’s degree","Business owner / Entrepreneur","Private Sector","Frequently","Roadsides;Farmlands;Urban dumpsites;Markets or open-air areas","Yes","Agricultural land;Forests;Urban areas","Extremely concerned","Very knowledgeable","Television;Social Media;Scientific publications","Yes","Chronic disease ","Yes","TV;Radio;WhatsApp;Facebook;TikTok;Newspapers;YouTube","Microplastics in drinking water;Climate and environmental damage","Slightly","Yes","Industrial recycling","I’m not sure","Lack of proper information on how to implement circular economic ","Increased recycling infrastructure","Reduce using of plastic material rather use material that can decompose easily ","Better waste facilities","Ban use of non biodegradable plastic and government to design a policy that ensure proper waste collection ",""
"2025/08/06 12:27:10 AM GMT+4","Kenya","25-34","Male","Bachelor’s degree","Software Engineer.","Private Sector","Frequently","Roadsides;Urban dumpsites;Markets or open-air areas","Yes","Urban areas","Extremely concerned","Very knowledgeable","Television;Community leaders","Yes","","No","TV","I don’t recall any","Moderately","No","Reusing and repairing products;Redesigning packaging;Composting and biodegradables;Industrial recycling;Government incentives for recyclers","I’m not sure","","Increased recycling infrastructure;Strict enforcement of waste laws;Community-based waste management","By use of plastic alternatives","Financial incentives","",""
"2025/08/06 1:55:25 AM GMT+4","Uganda","35-44","Male","Master’s degree or higher","Educator / Teacher","Private Sector","Frequently","Roadsides;Rivers/Lakes;Farmlands;Beaches;Urban dumpsites;Markets or open-air areas","Yes","Freshwater ecosystems;Marine/coastal areas;Agricultural land;Forests;Urban areas","Extremely concerned","Very knowledgeable","Television;Radio;Social Media;Scientific publications;NGOs;School/University","Yes","Micro plastic causes pollution of water, pollution of air and soil leading to air borne and water borne diseases within the community and infertility of the soil leading poor productivity of the soil where crops are not able to grow well. This issue need to be taken seriously most especially in developing countries of Africa, if we want a better future for our nations. Cancers like lung cancer, NCDs and peptic ulcers are exponentially increasing in community due to this issue. Thanks","No","TV","Food chain contamination;Climate and environmental damage","Moderately","Yes","Redesigning packaging;Upcycling waste materials","Government;Schools/universities;NGOs","Lack of local leaders involvement due to mindsets and poor training","Increased recycling infrastructure;National awareness campaigns;Integration into school curricula;Community-based waste management","Applying the use of 5 Rs of waste management in my daily life!!!!","Health education","Enforcement of laws protecting and safeguarding the environment. And also conducting public awareness on the danger of pollution and it's future impact the the life of people globally most especially Global warming!!!!!!","Please encourage the establishment of recycling industries in all African countries in order to recycle all waste, the Ministry of education to enforce the establishment of environmental clubs in all school with clear mandate so that learners may spread   that awareness to parents, brothers and sisters."
"2025/08/06 2:47:58 AM GMT+4","Kenya","25-34","Male","Bachelor’s degree","Student","Student","Frequently","Roadsides;Rivers/Lakes;Urban dumpsites;Markets or open-air areas","Yes","Freshwater ecosystems;Urban areas","Moderately concerned","Somewhat knowledgeable","School/University","Yes","","Yes","TV;Radio;WhatsApp","Threats to marine life;Microplastics in drinking water;Food chain contamination;Climate and environmental damage;Call to action/cleanups;Government policy changes","Moderately","No","None","I’m not sure","","Ban on single-use plastics;Increased recycling infrastructure;Integration into school curricula","","Community leadership","",""
"2025/08/06 8:04:44 AM GMT+4","Kenya","25-34","Male","Master’s degree or higher","Student","Student","Occasionally","Roadsides;Urban dumpsites;Markets or open-air areas","Somewhat","Agricultural land;Urban areas","Moderately concerned","Somewhat knowledgeable","Television;Social Media;School/University","Not sure","","Not sure","TV;WhatsApp;Newspapers;YouTube","Threats to marine life;Microplastics in drinking water;Government policy changes","Moderately","No","None","I’m not sure","","Ban on single-use plastics;Increased recycling infrastructure","","Financial incentives","",""
"2025/08/06 11:41:47 AM GMT+4","Kenya","18-24","Male","Bachelor’s degree","Student","Private Sector","Occasionally","Roadsides;Urban dumpsites;Markets or open-air areas","Yes","Agricultural land;Urban areas","Moderately concerned","Somewhat knowledgeable","Social Media;Scientific publications;School/University","Yes","poor hygiene and sanitation","Not sure","WhatsApp;YouTube","Threats to marine life;Climate and environmental damage;Government policy changes","Moderately","No","Reusing and repairing products;Redesigning packaging;Composting and biodegradables;Government incentives for recyclers","Local communities","","Increased recycling infrastructure;Strict enforcement of waste laws;Public-private partnerships;Community-based waste management","","Financial incentives","",""
