"Timestamp","1. Pays de résidence","2. Tranche d’âge","3. Genre","4. Niveau d’éducation le plus élevé","5.  Profession / Rôle professionnel ","6.  Secteur d’activité ","7. Observez-vous une pollution plastique visible (macroplastiques) dans votre communauté ?","8. Dans quels environnements rencontrez-vous le plus souvent des déchets plastiques ? (Cochez tout ce qui s’applique)","9. Êtes-vous conscient(e) des microplastiques en tant que problème environnemental ou sanitaire ?","10. De votre point de vue, quels écosystèmes sont les plus affectés par la pollution plastique dans votre région ? (Cochez tout ce qui s’applique)","11.  Dans quelle mesure êtes-vous préoccupé(e) par les impacts environnementaux et sanitaires des microplastiques ? ","12. Quel est votre niveau de connaissance sur les causes et les effets de la pollution par les microplastiques ?","13. Quelles sources d’information influencent votre compréhension des microplastiques ? (Cochez tout ce qui s’applique)","14. Pensez-vous que les microplastiques affectent la santé humaine ?","15. Quels effets spécifiques sur la santé avez-vous entendus (le cas échéant) ?","16. Avez-vous vu ou entendu des reportages médiatiques sur les microplastiques ou la pollution plastique au cours des six derniers mois ?","17. Quelles plateformes communiquent le mieux les enjeux environnementaux dans votre pays ? (Classez vos 3 préférées)","18. Quels messages retenez-vous le plus des médias ? (Cochez tout ce qui s’applique)","19. Dans quelle mesure la couverture médiatique a-t-elle influencé votre comportement ou votre préoccupation ?","20. Avez-vous déjà entendu parler du concept d’économie circulaire ?","21. Quelles actions associez-vous à l’économie circulaire ? (Cochez tout ce qui s’applique)","22. Quels secteurs de votre pays travaillent activement à la mise en œuvre de pratiques d’économie circulaire ? (Cochez tout ce qui s’applique)","23. Quels sont les plus grands défis à l’économie circulaire dans votre région ?","24.  Quelles mesures soutenez-vous pour lutter contre la pollution plastique dans votre pays ? (Choisissez jusqu’à 3) ","25.  Quelles actions entreprenez-vous personnellement pour réduire les déchets plastiques ?","26. Qu’est-ce qui vous motiverait (ou motiverait d’autres personnes) à agir davantage ?","27. Quelles actions supplémentaires devraient être entreprises pour lutter contre la pollution par les plastiques et les microplastiques ?","28. Avez-vous d’autres suggestions, recommandations ou expériences que vous souhaiteriez partager ? (Optionnel)"
"2025/09/11 9:59:13 AM GMT+4","République Démocratique du Congo","25-34","Homme","Licence (Baccalauréat)","Journaliste ","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Marchés ou espaces en plein air","Oui","","Modérément préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux","Oui","Multiplication des moustiques, mauvaise odeur ","Oui","Télévision;Radio","Appels à l’action/nettoyages","Légèrement","Oui","Réutilisation et réparation des produits","Entreprises privées","Manque de financement et un intérêt moindre ","Renforcement des infrastructures de recyclage;Application stricte des lois sur les déchets;Partenariats public-privé","Je garde les bien pour les placer directement aux poubelles même s'il faut rentrer jusqu'à la maison ou travail avec cela.","Leadership communautaire","Sensibilisation permanente ",""
"2025/09/11 10:20:25 AM GMT+4","République Démocratique du Congo","45-54","Femme","Diplôme ou équivalent","Agriculteur / Agricultrice","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Plages;Décharges urbaines;Marchés ou espaces en plein air;","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles;Zones urbaines;","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques","Oui","Le plastique  est fabriqué à base de pétrole  ça peut provoquer le cancer","Non","TikTok;Forums publics;Institutions religieuses","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Très fortement","Oui","Compostage et matériaux biodégradables;Recyclage industriel","Entreprises privées","Le gouvernement ne tienne pas  compte  de ça ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Application stricte des lois sur les déchets;Partenariats public-privé","Ressembler  et brûler ","Meilleures infrastructures de gestion des déchets","S’en charger d’évacuation dans tout le secteur de vente de matière en plastique ","Que les sociétés plastiques se chargent de l’environnement dans chaque quartiers "
"2025/09/11 10:49:12 AM GMT+4","République Démocratique du Congo","25-34","Femme","Formation professionnelle/technique","Professionnel(le) de santé","Secteur privé","Fréquemment","Bords de routes","Oui","Zones marines / côtières","Extrêmement préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","Radio","Oui","Aucun","Oui","Radio","Microplastiques dans l’eau potable","Légèrement","Non","Compostage et matériaux biodégradables","Gouvernement","","Interdiction des plastiques à usage unique","","Incitations financières","",""
"2025/09/11 11:39:20 AM GMT+4","République Démocratique du Congo","35-44","Homme","Diplôme ou équivalent","Chauffeur, mécanicien dans une entité ","Secteur privé","Fréquemment","Marchés ou espaces en plein air","Moyennement","Écosystèmes d’eau douce","Légèrement préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","Télévision;Réseaux sociaux;ONG","Oui","","Non","Télévision;Facebook","Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux","Légèrement","Oui","Recyclage industriel","Communautés locales;ONG","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Application stricte des lois sur les déchets","Aucune action !!","Éducation à la santé","Que cela doit être inculqué dé le bas âge à nos enfants, à travers l'éducation primaire ","Aucune en ce moment "
"2025/09/11 11:56:41 AM GMT+4","Côte d’Ivoire","18-24","Femme","Licence (Baccalauréat)","Vendeuse ","Secteur privé","Fréquemment","Bords de routes","Oui","Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Réseaux sociaux","Oui","","Oui","Facebook","Microplastiques dans l’eau potable","Très fortement","Non","Aucune","Startups","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Gestion des déchets communautaire","Achetez mes produits dans des sachet biodégradables ","Incitations financières","",""
"2025/09/11 12:06:54 PM GMT+4","République Démocratique du Congo","18-24","Femme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes","Oui","Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","École / Université","Oui","","Oui","Radio","Dégâts climatiques et environnementaux","Très fortement","Oui","Réutilisation et réparation des produits","Écoles / universités","","Interdiction des plastiques à usage unique","","","",""
"2025/09/11 8:53:38 PM GMT+4","République Démocratique du Congo","45-54","Femme","Diplôme ou équivalent","Étudiant(e)","Secteur privé","Jamais","Bords de routes","Oui","Écosystèmes d’eau douce","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision","Oui","","Oui","Télévision","Menaces pour la vie marine","Très fortement","Oui","Réutilisation et réparation des produits","Startups","","Intégration dans les programmes scolaires","","Incitations financières","",""
"2025/09/13 12:03:54 AM GMT+4","République Démocratique du Congo","55-64","Homme","Diplôme ou équivalent","apôtre ","église ","Fréquemment","partout ","Oui","Zones urbaines","Légèrement préoccupé(e)","Très bien informé(e)","Institutions religieuses","Oui","grippe ","Oui","Télévision","Menaces pour la vie marine","Légèrement","Oui","Refonte des emballages","Gouvernement","","Interdiction des plastiques à usage unique","poubelle ","Éducation à la santé","jetter les dans la poubelle ","non"
"2025/09/13 1:33:55 AM GMT+4","République Démocratique du Congo","25-34","Femme","Licence (Baccalauréat)","Professionnel(le) de santé","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles;Zones urbaines;Caniveaux ","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;École / Université","Oui","","Non","Télévision;Journaux;Forums publics","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Modérément","Oui","Réutilisation et réparation des produits;Recyclage industriel;Surcyclage des déchets","Entreprises privées","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","Campagne de sensibilisation et interdiction des de plastique en usage ","Incitations financières","L’éducation à la masse de bien gérer les déchet et la fermeture totale des usines de plastique ","La gestion des déchets "
"2025/09/13 1:34:14 AM GMT+4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/09/13 5:24:32 PM GMT+4","République Démocratique du Congo","18-24","Femme","Master ou diplôme supérieur","Professionnel(le) de santé","ONG / Société civile","","","","","","","","","","","","","","","","","","","","","",""
"2025/09/14 12:14:10 PM GMT+4","République Démocratique du Congo","55-64","Homme","Diplôme ou équivalent","Travailleur(euse) d’ONG / de la société civile","ONG / Société civile","Fréquemment","Rivières / Lacs","Oui","Zones marines / côtières","Extrêmement préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","ONG","Oui","Aucune idée","Non","Radio","Menaces pour la vie marine","Légèrement","Non","Refonte des emballages","Gouvernement","","Application stricte des lois sur les déchets","Reciclage","Incitations financières","","Non"
"2025/09/14 4:29:03 PM GMT+4","République Démocratique du Congo","35-44","Femme","Diplôme ou équivalent","Travailleur(euse) du secteur informel","Secteur privé","Fréquemment","Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce","Extrêmement préoccupé(e)","Assez informé(e)","Réseaux sociaux","Oui","L'insuffisance rénale ","Oui","Télévision","Microplastiques dans l’eau potable","Très fortement","Non","Refonte des emballages","Gouvernement;Entreprises privées","L'accroissement ","Renforcement des infrastructures de recyclage","La transformation des déchet et crée de moyen des transports pour la récupération ","Meilleures infrastructures de gestion des déchets","Créer simplement de moyen de récupération de déchet et sensibiliser les gens ","Sensibiliser d'abord la population et mettre en place de moyen de récupération via l'achat de déchet "
"2025/09/14 7:12:00 PM GMT+4","République Démocratique du Congo","55-64","Femme","Formation professionnelle/technique","Agriculteur / Agricultrice","Secteur public","Fréquemment","Bords de routes","Moyennement","Terres agricoles","Modérément préoccupé(e)","","Réseaux sociaux","Oui","","Non","Facebook;TikTok;Journaux","Dégâts climatiques et environnementaux","Légèrement","Non","Incitations gouvernementales pour les recycleurs","Gouvernement;Je ne sais pas","Je n est pas vraiment de réponse ","Interdiction des plastiques à usage unique;Application stricte des lois sur les déchets;Gestion des déchets communautaire","Nous devons brûlé tout le plastique après usage ","Leadership communautaire","",""
"2025/09/14 11:05:35 PM GMT+4","République Démocratique du Congo","35-44","Homme","Éducation secondaire","Agriculteur / Agricultrice","Secteur privé","Fréquemment","","Oui","Zones urbaines","Modérément préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","Leaders communautaires","Oui","Vraiment  ils nous cache  les informations (les autorites)","Oui","Forums publics","Changements de politiques gouvernementales","Pas du tout","Non","Aucune","Je ne sais pas","Rien","Interdiction des plastiques à usage unique","La consciatisation dela population ","Leadership communautaire","Linterduction ",""
"2025/09/14 11:05:59 PM GMT+4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/09/15 12:20:48 AM GMT+4","République Démocratique du Congo","35-44","Femme","Diplôme ou équivalent","Propriétaire d’entreprise / Entrepreneur","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Marchés ou espaces en plein air","Oui","Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;ONG","Oui","Inflammation, perturbation du système respiratoire, dédommagement des cellules,apporte des bactéries ","Oui","Radio;WhatsApp;Facebook;Forums publics;Institutions religieuses","Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Entreprises privées;Communautés locales;Écoles / universités;ONG","Manque d'infrastructures, absence de sensibilisation massive,manque de conscience à ce sujet, utilisation abusif du plastique ","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","Je sensibilise les autres à prendre conscience et à recycler les déchets ","Leadership communautaire","La sensibilisation pour aider les gens à comprendre la gravité de la situation et agir à conséquences ","Faudrait donner du financement et conscientiser la population, et limiter l'utilisation abusive du plastique "
"2025/09/28 8:36:29 AM GMT+4","République Démocratique du Congo","35-44","Homme","Master ou diplôme supérieur","Chercheur(e) / Universitaire","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;ONG","Oui","Réchauffement climatique ","Oui","Télévision;Radio;Facebook;Journaux;Forums publics","Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Changements de politiques gouvernementales","Très fortement","Oui","Réutilisation et réparation des produits;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets","Entreprises privées","La gestion des déchets ","Interdiction des plastiques à usage unique;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Application stricte des lois sur les déchets;Partenariats public-privé","La sensibilisation et éducation sanitaire ","Meilleures infrastructures de gestion des déchets","Placer les poubelles publiques dans les lieux stratégiques ","L'éducation sur le changement de comportement est très nécessaire "
"2025/10/02 11:49:37 AM GMT+4","République Démocratique du Congo","18-24","Homme","Licence (Baccalauréat)","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Rivières / Lacs","Oui","Écosystèmes d’eau douce","","Très bien informé(e)","École / Université","Oui","","Oui","Université ","Menaces pour la vie marine","Très fortement","Oui","Réutilisation et réparation des produits;Recyclage industriel","Entreprises privées","La sous information sur les enjeux environnementaux, le manque des bonnes politiques de management de plusieurs entreprises ","Application stricte des lois sur les déchets;Partenariats public-privé","Le recyclage, et la transformation ","Incitations financières","La mise en place des contraventions et la création d une loi environnementale ","Non "
